CPU times,RSS memory,VMS memory,Shared memory,Text segment,Data segment,Library code,Memory Percent
0.73,10012196.202020202,16655304.145454545,2109481.373737374,8175.450505050505,10875260.63838384,0.0,0.12266409459027083
9.15,9945914.672748005,12979948.442417331,3064405.819840365,20456.647662485746,7174351.835803877,0.0,0.12185582512562214
0.68,9183293.134328358,12068222.089552239,3091562.9850746267,11921.194029850747,6445392.23880597,0.0,0.11250881574335794
0.31,1952426.6666666667,6162346.666666667,1777521.7777777778,16270.222222222223,398620.44444444444,0.0,0.023920091505222757
0.45,11262611.856801908,18523588.12410501,2200363.3794749402,8172.448687350835,12745666.902147971,0.0,0.13793274028289626
4.279999999999999,5640151.445544555,8792864.95049505,2986764.673267327,20429.30693069307,2995027.6435643565,0.0,0.06910013112608962
0.96,14848934.956521738,17799657.739130434,3151872.0,12154.434782608696,12066816.0,0.0,0.18192124138598526
0.19,1957263.4977578474,6177612.914798207,1781925.3094170403,16310.529147982063,399607.96412556054,0.0,0.023979349783278356
0.44,10762796.912280701,17696435.649122808,2258324.210526316,8174.035087719299,11917392.842105264,0.0,0.13186005466387973
6.95,8292021.874626866,11371547.510447761,3075594.6985074626,20449.432835820895,5567998.471641791,0.0,0.10158943503010655
1.27,16599903.20661157,19608601.388429753,3249583.603305785,12186.446280991735,13860660.892561983,0.0,0.20337317168377989
0.36000000000000004,2034262.9433962265,6176169.0566037735,1858965.7358490566,16306.716981132075,399514.56603773584,0.0,0.024922705975327246
0.79,9631299.505070994,16300260.478701826,2089591.4320486817,8158.766734279919,10532012.397565924,0.0,0.11799755115454871
0.44,3266893.395348837,6471584.7441860465,2916542.511627907,20003.720930232557,794528.7441860465,0.0,0.04002423767749812
0.13,6275657.142857143,9017929.142857144,2959067.4285714286,11410.285714285714,3636077.714285714,0.0,0.07688600840964463
0.1,1923513.7254901961,6083764.705882353,1750839.2156862745,16062.745098039215,393537.2549019608,0.0,0.02356586555121701
0.8799999999999999,10094198.153846154,16625165.128205128,2148264.4786324785,8156.991452991453,10858172.17094017,0.0,0.12372363880032204
6.9,7894122.797546012,10887205.693251533,3022301.4478527606,20448.588957055214,5083896.147239264,0.0,0.09671458748980602
0.04,4613734.4,6920601.6,2621440.0,9830.4,2283929.6,0.0,0.05652501623388029
0.11000000000000001,1902811.4285714286,6094628.571428572,1729828.5714285714,16091.42857142857,394240.0,0.0,0.023312232037026853
0.73,10886856.347826088,17891238.95652174,2178199.3739130436,8156.382608695652,12124676.452173913,0.0,0.1333799647844471
3.15,5122744.32,8310647.466666667,3074007.04,20411.733333333334,2517797.546666667,0.0,0.06277217467755536
0.51,7882792.156862745,10721882.352941176,3047905.882352941,12047.058823529413,5039686.274509804,0.0,0.09657577051573903
0.47,1940873.8461538462,6177361.085972851,1761465.3393665159,16309.864253393665,399591.6742081448,0.0,0.02377855250223329
1.04,13212095.120610688,20992056.28091603,2238116.934351145,8179.493129770993,15209154.638167938,0.0,0.16186755162501115
6.02,6629819.972027972,9532501.93006993,3144317.314685315,20444.195804195806,3730439.160839161,0.0,0.08122502273789044
3.1199999999999997,14839414.153846154,17687604.512820512,3023215.5897435895,11657.846153846154,12188987.076923076,0.0,0.1818045975831268
0.01,1922216.8701754387,5845178.835087719,1756364.8,15406.708771929825,385512.6456140351,0.0,0.023549977170706893
1.04,4496436.337777778,9342215.964444444,1976547.5555555555,8182.897777777778,3556907.2355555557,0.0,0.0550879428576343
12.4,9882818.297435898,12829977.818803418,3159409.3401709404,20462.495726495727,7022721.531623932,0.0,0.12107902542006818
0.78,11653396.756756756,14472883.891891891,3175728.4324324327,12121.945945945947,8755366.054054054,0.0,0.14277120955543604
0.46,1974642.2598870057,6193753.6723163845,1794757.6647834275,16353.145009416196,400652.0527306968,0.0,0.0241922651196
1.3599999999999999,6259252.780039396,11764075.072882468,2080391.479973736,8181.242284963887,5979936.777413,0.0,0.07670190101230637
0.55,3300465.777777778,6507026.962962963,2934708.1481481483,20100.74074074074,802436.7407407408,0.0,0.040435548623747194
1.32,13342972.061538462,16288878.276923077,2961597.046153846,11815.384615384615,10715955.2,0.0,0.1634709861899882
0.19,1952213.094972067,6136105.474860335,1778053.0055865922,16200.938547486034,396922.9944134078,0.0,0.023917474938585457
1.04,10289636.775300171,16879749.488850772,2230092.8439108063,8177.9485420240135,11097939.869639793,0.0,0.12606314870760094
9.56,8750141.033112584,12073285.509933775,2986779.690949227,20457.395143487858,6267476.768211921,0.0,0.10720206692986566
0.11,2760704.0,4123306.6666666665,1496234.6666666667,5632.0,1460736.0,0.0,0.033822674841650656
0.4,1939267.2442396313,6198290.875576037,1763342.1566820277,16365.124423963134,400945.5483870968,0.0,0.02375886927138192
1.1199999999999999,11182646.920415225,18121327.612456746,2298082.76816609,8177.826989619377,12339603.930795848,0.0,0.1370038333186715
1.28,4235363.096774193,7107584.0,3103050.3225806453,20149.677419354837,1389105.5483870967,0.0,0.0519161223564321
0.77,15383659.789473685,18311545.263157893,3039447.5789473685,12126.315789473685,12591966.315789474,0.0,0.18851598431722358
0.23,1938426.0809248555,6169570.404624278,1759243.838150289,16289.29479768786,399087.7225433526,0.0,0.023748563786518368
0.8500000000000001,9576132.005822416,16653477.44978166,2103936.9315866083,8180.075691411936,10870163.935953422,0.0,0.11732166834026941
5.92,6850064.398576512,9936903.288256228,3074711.231316726,20443.55871886121,4135021.3238434163,0.0,0.08392334013259681
1.02,12101197.575757576,14978203.151515152,3102161.4545454546,12039.757575757576,9299202.585858585,0.0,0.14825742665617866
0.1,1922235.4929577464,6118039.436619719,1744549.8591549296,16153.239436619719,395754.3661971831,0.0,0.023550205327115836
1.07,6858249.274203623,12655281.489069331,1994846.660836977,8186.883198001249,6867155.068082448,0.0,0.08402361686887659
3.86,6094281.886178861,9246747.750677507,2981976.802168022,20424.49864498645,3450275.035230352,0.0,0.07466389537943596
3.32,17820326.35962145,20755672.42902208,3075359.4952681386,12171.709779179811,15014605.123028392,0.0,0.2183251460618636
0.13,1983203.5555555555,6119253.333333333,1809521.7777777778,16156.444444444445,395832.8888888889,0.0,0.02429715355371713
1.0699999999999998,23381472.18079096,38089643.53446328,2654300.5649717515,8173.4870056497175,32310988.221468925,0.0,0.28645734236267095
2.3,5082553.457777778,8206254.08,3111867.7333333334,20206.933333333334,2471344.355555556,0.0,0.062268737600164874
0.07,3525692.2352941176,4508973.176470588,1151698.8235294118,4336.941176470588,2463382.588235294,0.0,0.04319490320805325
0.09,1966412.6700507614,6143334.659898478,1787997.5634517767,16217.664974619289,398060.5076142132,0.0,0.024091440568648113
0.59,4272564.446722812,9168908.748443794,1982206.0314902966,8189.0003661662395,3379285.4895642623,0.0,0.05234518370006397
2.96,5693664.438356165,8735561.643835617,2930393.4246575343,19989.04109589041,3061830.1369863013,0.0,0.06975574380882171
0.97,13781620.594059406,16383067.247524753,2951391.0495049506,11314.69306930693,11044843.722772278,0.0,0.16902195351649354
0.25,1954633.2498537155,6143712.393212405,1776201.998829725,16221.022820362785,397415.05909888825,0.0,0.023947125387032038
0.78,7692659.80952381,13695055.238095239,2076172.1904761905,8179.809523809524,7911929.904761905,0.0,0.09424749040962031
1.68,4404498.731707317,7558518.634146341,2953615.6097560977,20230.243902439026,1817175.4146341463,0.0,0.05396157228120049
0.71,9274187.294117646,12301010.823529411,3087360.0,12107.29411764706,6590403.764705882,0.0,0.1136224025717748
0.18,1951084.088888889,6170965.333333333,1771861.3333333333,16292.977777777778,399177.9555555555,0.0,0.023903642957451097
1.11,13016038.203723988,20245119.29901424,2515886.1248630886,8183.027382256298,14459718.939759037,0.0,0.1594655667145252
5.23,7193593.892644135,10144171.514910536,3094507.6421471173,20439.284294234592,4343502.632206759,0.0,0.0881320805033013
0.7,13189350.760563381,15919998.197183099,3007040.9014084507,11595.718309859154,10450338.253521128,0.0,0.16158889984113248
0.14,1579755.6825396826,4995169.523809524,1434802.7936507936,13133.20634920635,338830.22222222225,0.0,0.019354325121342046
0.61,8347710.727565825,14158110.12573885,2036924.7329392799,8189.799032778076,8367922.20956475,0.0,0.10227170519208728
3.39,6153470.448484848,9114754.327272728,3076542.8363636364,20293.81818181818,3355120.484848485,0.0,0.07538904211636235
0.49,11400434.036363637,13994319.127272727,2620546.327272727,10277.236363636364,9143761.454545455,0.0,0.13967204505286143
0.33,2042383.238095238,6200822.857142857,1866386.2857142857,16371.809523809523,401109.3333333333,0.0,0.02502219150047697
1.91,14778177.065482797,22698413.602663707,2379539.6048834627,8173.8157602663705,16919525.86015538,0.0,0.18105435339614964
15.53,9499232.597097443,12733662.916378714,2985947.201105736,20451.693158258466,6929444.09122322,0.0,0.11637953774719499
0.05,2894506.6666666665,4201403.733333333,1243545.6,4915.2,1876514.1333333333,0.0,0.035461953839910694
0.45,1952551.3846153845,6175606.153846154,1773193.8461538462,16305.23076923077,399478.1538461539,0.0,0.023921619483095978
0.98,12234018.88998358,19831749.149425287,2239388.7947454844,8178.5484400656815,14049515.402298851,0.0,0.14988468264708074
6.0,6886738.942206655,10048621.394045534,3099330.57793345,20444.13309982487,4246576.420315237,0.0,0.08437265710543009
5.6899999999999995,22750729.516728625,25914546.914498143,3041713.9628252788,12265.159851301116,20129479.851301115,0.0,0.2787298192253327
0.42000000000000004,1940266.585086042,6201484.971319311,1760157.4506054812,16373.557680050988,401152.1631612492,0.0,0.023771112663105203
0.73,36543473.82698962,48247772.567474045,2831328.110726644,8184.913494809689,42461038.7266436,0.0,0.44771117542287653
1.45,4565343.085714285,7422449.371428572,3127325.257142857,20333.714285714286,1651741.2571428572,0.0,0.055932151628241215
0.52,10185226.039215686,13152577.25490196,2919885.8039215687,11806.117647058823,7584025.098039215,0.0,0.12478396398639818
0.16999999999999998,1976889.399103139,6200802.152466368,1796800.095665172,16371.75485799701,401107.99402092677,0.0,0.02421979587227418
1.13,9775229.484393064,16484927.334104046,2155907.107514451,8182.529479768786,10699878.991907515,0.0,0.11976090459286569
1.91,3802219.491712707,6926901.745856354,2928006.364640884,20027.403314917126,1242445.7900552487,0.0,0.0465827678537017
0.09,4977459.2,7537459.2,2867200.0,11059.2,2321203.2,0.0,0.06098117873527285
0.17,1918662.7764705883,6132434.823529412,1744606.8705882353,16191.24705882353,396685.55294117646,0.0,0.02350643430782271
0.95,15419419.125827815,22286458.066225167,2545365.6158940396,8182.958057395143,16501106.719646798,0.0,0.18891410979853498
2.93,5125343.88530466,7991589.620071685,3115044.7025089604,20333.189964157707,2220883.4982078853,0.0,0.06279298312470377
0.19,4448256.0,6687744.0,2368512.0,9216.0,2340864.0,0.0,0.05449766302378728
0.060000000000000005,2002358.857142857,6153293.445378152,1823649.344537815,16246.319327731093,398034.82352941175,0.0,0.024531834105156615
0.8999999999999999,3878713.129621381,8723812.233407572,1848596.8677060134,8188.351002227171,2934648.0748329624,0.0,0.047482262710280665
6.47,7793851.539708266,10792654.62560778,3132450.8525121557,20446.807131280388,4989850.761750405,0.0,0.09548611745107553
6.71,27013364.345368918,29794754.10989011,3271617.3061224488,12268.709576138148,24008012.759811617,0.0,0.33095854992588664
0.15,1918889.8381877022,6185357.669902912,1739249.087378641,16330.977346278318,400108.94498381874,0.0,0.023509216147030106
0.63,5691895.966322235,10394969.252200536,2267741.8568694987,8188.864906238041,4605441.763490241,0.0,0.06973407743148792
5.28,7696917.207100592,10653243.581854044,3125159.1321499012,20399.211045364893,4863947.487179487,0.0,0.09429852964275395
0.02,3121152.0,5032618.666666667,2179072.0,8192.0,1168725.3333333333,0.0,0.038238691734922566
0.14,1942697.009708738,6196302.769230769,1762739.142643764,16359.528005974607,400915.501120239,0.0,0.0238008889309482
0.58,5939119.496855346,11561462.339622641,2014864.9056603773,8179.1194968553455,5778808.754716981,0.0,0.07276292843703915
0.46,3649797.4468085105,6633166.978723404,3038709.1063829786,20044.255319148935,944607.3191489362,0.0,0.04471537415140887
0.44,14048708.46511628,16819033.30232558,3038279.4418604653,11716.46511627907,11292767.255813954,0.0,0.172117292676351
0.16,2001237.3333333333,6162346.666666667,1826332.4444444445,16270.222222222223,398620.44444444444,0.0,0.024518093792853402
0.8,12963819.921568627,20740945.986928105,2242037.9607843137,8178.614379084967,14958665.620915033,0.0,0.15882581613709004
6.09,7277004.185248714,10311781.873070326,3058552.754716981,20444.871355060033,4509527.382504288,0.0,0.08915397897746212
0.15,4795596.8,6987980.8,2310144.0,9216.0,2639872.0,0.0,0.05875309748457654
0.23,1901883.7478705281,6081583.100511073,1725274.275979557,16049.063032367972,395644.2930153322,0.0,0.023300866587234383
0.63,10780672.0,17666291.985559568,2163530.8592057764,8147.638989169675,11905837.285198556,0.0,0.1321254283147793
3.43,5392240.82674772,8448915.063829787,3078212.474164134,20355.50151975684,2672123.3313069907,0.0,0.06606286228112898
3.21,15396877.47368421,18226216.42105263,3253719.5789473685,12247.578947368422,12449441.684210526,0.0,0.18863434122932277
0.22000000000000003,2034397.469767442,6176577.488372093,1859088.669767442,16307.79534883721,399540.9860465116,0.0,0.024924354120768134
0.89,31633250.353264604,40755022.64742268,2817715.81580756,8186.369759450172,34967281.74845361,0.0,0.3875713915402095
5.46,6730427.7005758155,9926777.85796545,2988429.021113244,20440.690978886756,4125709.7581573897,0.0,0.08245761503653169
0.05,727722.6666666666,1235626.6666666667,537258.6666666666,2048.0,269653.3333333333,0.0,0.008915670470128489
0.14,2020738.9966555184,6184686.02006689,1845200.0535117057,16329.204013377926,400065.4983277592,0.0,0.02475701778376918
1.36,13740212.271284271,22193688.38095238,2227467.4516594517,8180.178932178932,16410301.875901876,0.0,0.16837483694775077
1.26,3968621.1147540985,7132243.934426229,3075256.655737705,20312.131147540982,1367661.1147540985,0.0,0.04862143190071699
0.06,4550070.857142857,7049801.142857143,2640164.5714285714,10532.57142857143,2081938.2857142857,0.0,0.05574504441896474
0.12,1949771.851851852,6090524.444444444,1776905.4814814816,16080.592592592593,393974.51851851854,0.0,0.02388756612827316
1.34,12585222.918918919,20307891.891891893,2249209.081081081,8178.1621621621625,14525931.243243244,0.0,0.1541874473309286
9.209999999999999,9650254.947845805,12549038.73015873,3072608.3628117912,20456.780045351476,6743404.553287982,0.0,0.11822978314227611
0.16,6835200.0,9484800.0,2968320.0,11520.0,4051200.0,0.0,0.08374122943917589
0.05,1930986.2423146474,6172412.75949367,1755798.9150090415,16295.11754068716,399748.86075949366,0.0,0.02365741484690454
0.87,6282411.761686526,11800478.3868011,1929745.3638863428,7891.651695692026,6220348.538955087,0.0,0.07699231252909224
