,actual_cpu_time,predicted_cpu_time
0,10.0,83.55500000000026
1,2610.0,2730.659999999997
2,1470.0,1704.2000000000055
3,4540.0,4611.899999999999
4,1200.0,1175.2200000000003
5,30.0,42.17999999999993
6,30.0,69.79999999999987
7,10.0,29.91999999999993
8,40.0,42.17999999999993
9,10.0,30.599999999999927
